Post_ID,Raw_Caption,Final Status
NYC-MOCK-0508,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0509,"#AreaNews | SK Leaders in Quezon City completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0510,CHECK THIS OUT: We are looking for volunteers for our sustainable development project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0511,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0512,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0513,"READ | NYC leads Digital Literacy for LGBTQIA+ youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0514,"READ | NYC leads Mental Health Support for out-of-school youth. The National Youth Commission, through the NYC Board, has emphasized the importance of sustainable development in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0515,"READ | NYC leads HIV Awareness for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of sustainable development in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0516,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0517,"#AreaNews | SK Leaders in Manila completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0518,"READ | NYC leads Climate Action for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0519,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0520,"#AreaNews | SK Leaders in Manila completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0521,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0522,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0523,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0524,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0525,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of sustainable development in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0526,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0527,"READ | NYC leads Climate Action for out-of-school youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0528,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0529,"OFFICIAL STATEMENT: We believe that diverse religious views should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0530,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0531,"#AreaNews | SK Leaders in Balaoan, La Union completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0532,"OFFICIAL STATEMENT: We believe that diverse religious views should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0533,"READ | NYC leads Digital Literacy for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0534,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0535,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen youth governance. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0536,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0537,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0538,"READ | NYC leads Climate Action for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0539,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0540,Hey everyone! NYC is having a National Youth Parliament and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0541,"READ | NYC leads HIV Awareness for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0542,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0543,"READ | NYC leads Climate Action for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of civic engagement in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0544,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0545,"READ | NYC leads Climate Action for indigenous people. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of policy advocacy in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0546,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0547,"READ | NYC leads HIV Awareness for out-of-school youth. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0548,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0549,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of sustainable development in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0550,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0551,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0552,Hey everyone! NYC is having a Regional Consultation and it will be so lit! Don't miss the fun vibes and freebies at Baguio City. See ya there! #YouthPower,For Revision
NYC-MOCK-0553,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0554,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of policy advocacy in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0555,CHECK THIS OUT: We are looking for volunteers for our inclusivity project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0556,"READ | NYC leads Digital Literacy for out-of-school youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0557,"#AreaNews | SK Leaders in Balaoan, La Union completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0558,"READ | NYC leads Mental Health Support for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of policy advocacy in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0559,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen youth governance. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0560,"READ | NYC leads HIV Awareness for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of civic engagement in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0561,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0562,"OFFICIAL STATEMENT: We believe that ethnic minority rights should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0563,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0564,"READ | NYC leads Mental Health Support for student leaders. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0565,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0566,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of sustainable development in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0567,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0568,The NYC and DILG is launching a new program for youth leaders in Manila. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0569,"READ | NYC leads Digital Literacy for out-of-school youth. The National Youth Commission, through the NYC Board, has emphasized the importance of policy advocacy in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0570,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0571,"READ | NYC leads Climate Action for student leaders. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0572,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0573,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0574,The NYC and DILG is launching a new program for youth leaders in Quezon City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0575,The NYC and DILG is launching a new program for youth leaders in Quezon City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0576,"READ | NYC leads Mental Health Support for LGBTQIA+ youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of sustainable development in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0577,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0578,"READ | NYC leads Mental Health Support for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of policy advocacy in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0579,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen youth governance. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0580,"NOTICE: To ensure the best results, we will only be accepting participants from male-only organizations for this program. Other groups need not apply.",Rejected
NYC-MOCK-0581,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0582,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0583,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Manila. See ya there! #YouthPower,For Revision
NYC-MOCK-0584,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0585,"#AreaNews | SK Leaders in Manila completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0586,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0587,"READ | NYC leads Mental Health Support for LGBTQIA+ youth. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0588,"READ | NYC leads HIV Awareness for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0589,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Baguio City. See ya there! #YouthPower,For Revision
NYC-MOCK-0590,"READ | NYC leads Digital Literacy for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0591,URGENT: Only students from top-tier universities are eligible for the ASEAN Youth Forum to ensure we maintain high standards for the delegation.,Rejected
NYC-MOCK-0592,"#AreaNews | SK Leaders in Baguio City completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0593,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0594,"#AreaNews | SK Leaders in Baguio City completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0595,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0596,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0597,"READ | NYC leads Climate Action for LGBTQIA+ youth. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0598,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0599,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0600,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen youth governance. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0601,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen youth governance. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0602,"READ | NYC leads Climate Action for indigenous people. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0603,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0604,"READ | NYC leads Climate Action for indigenous people. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0605,"#AreaNews | SK Leaders in Balaoan, La Union completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0606,"#AreaNews | SK Leaders in Baguio City completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0607,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0608,The NYC and DILG is launching a new program for youth leaders in Baguio City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0609,The NYC and DILG is launching a new program for youth leaders in Quezon City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0610,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0611,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0612,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0613,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0614,The NYC and DILG is launching a new program for youth leaders in Manila. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0615,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0616,CHECK THIS OUT: We are looking for volunteers for our policy advocacy project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0617,"READ | NYC leads Mental Health Support for LGBTQIA+ youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of policy advocacy in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0618,The NYC and DILG is launching a new program for youth leaders in Manila. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0619,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0620,"NOTICE: To ensure the best results, we will only be accepting participants from male-only organizations for this program. Other groups need not apply.",Rejected
NYC-MOCK-0621,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0622,"#AreaNews | SK Leaders in Baguio City completed the Leadership Accreditation. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0623,"READ | NYC leads Digital Literacy for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of sustainable development in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0624,"READ | NYC leads Digital Literacy for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of policy advocacy in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0625,"OFFICIAL STATEMENT: We believe that diverse religious views should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0626,URGENT: Only students from top-tier universities are eligible for the Regional Consultation to ensure we maintain high standards for the delegation.,Rejected
NYC-MOCK-0627,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0628,"READ | NYC leads HIV Awareness for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0629,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0630,"OFFICIAL STATEMENT: We believe that diverse religious views should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0631,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of policy advocacy in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0632,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0633,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0634,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0635,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0636,CHECK THIS OUT: We are looking for volunteers for our inclusivity project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0637,The NYC and DILG is launching a new program for youth leaders in Manila. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0638,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0639,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0640,"READ | NYC leads Digital Literacy for student leaders. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0641,"#AreaNews | SK Leaders in Balaoan, La Union completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0642,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Manila. See ya there! #YouthPower,For Revision
NYC-MOCK-0643,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen youth governance. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0644,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Baguio City. See ya there! #YouthPower,For Revision
